,Real Name,Birthplace,Date of Birth,wrestler_name,Weight and Height,Debut,Date of Death,Height,Weight
15484,unknown,,,Rafael Blasco,,,,,
15485,unknown,,,Juan Bengoechea,,,,,
15486,Don Pedro Quintana Bengoechea,,1928,Pedro Bengochea,,,21st November 2012,,
15490,Alexander Crispim,Brazil,,Alexander Crispim,,9th September 2006 (15 years ago),,,155 lbs. (70 kg)
15491,Bobby Stack,"Pacifica, California (United States of America)",,Bobby Stack,155 lbs. (70 kg) at 5'9'' (1.75 m),12th May 2007 (14 years ago),,,
15492,Bryan Travers,"Escalon, California (United States of America)",1st January 1983 (age 39),Bryan Travers,155 lbs. (70 kg) at 5'9'' (1.75 m),15th May 2005 (16 years ago),,,
15493,Antwain Britt,"Virginia Beach, Virginia (United States of America)",9th May 1978 (age 43),Antwain Britt,205 lbs. (93 kg) at 6'1'' (1.85 m),24th March 2007 (14 years ago),,,
15494,Julio César González,"Pachuca, Hidalgo (Mexico)",,Cocolores,,2002,,,
15495,Israel Ramírez,"Ciudad de México, Ciudad de México (Mexico)",,Coco Verde,,1991,,,
15496,Shannon Ritch,Arizona (United States of America),27th September 1970 (age 51),Shannon Ritch,170 lbs. (77 kg) at 5'9'' (1.75 m),12th June 1998 (23 years ago),,,
15497,Alex Schoenauer,"El Bolsón, Río Negro (Argentina)",5th May 1976 (age 45),Alex Schoenauer,205 lbs. (93 kg) at 6'3'' (1.91 m),19th May 2001 (20 years ago),,,
15498,unknown,,,Nino Pizarro,,,,,
15499,Julián Gómez Pizarro,,,Gómez Pizarro,,,,,
15500,unknown,,,Marcel Manuel,,,,,
15501,unknown,,,Eric Husberg,,,,,
15502,unknown,,,Tomás Grau,,,,,
15503,unknown,,28th April 1926 (age 95),Charro Montez,,,,,
15504,unknown,,,Abe Kaplan,,,,,210 lbs. (95 kg)
15505,unknown,,,Pedro Brosatti,,,,,
15506,Mihaly Orgovanyi,Hungary,,Mike Brendel,,,18th August 1969,,
15507,unknown,,,Carver Doone,,,,,
15508,Frederick Henry Robinson,"Sydney, New South Wales (Australia)",16th May 1912,Rex Gable,,,25th December 2000,,
15509,Damien Evans,"Orangeville, Ontario (Canada)",1980,Damien Truth,255 lbs. (116 kg) at 6'1'' (1.85 m),,11th December 2009,,
15510,unknown,"Paris, Île-de-France (France)",30th January 1925,Roger Guettier,,,3rd February 2013,,
15511,unknown,Mexico,,Talismán Jr.,,2007,,,
15512,unknown,Mexico,,Cadaver de Ultratumba Jr.,,,,,
15515,Chad George,"Sacramento, California (United States of America)",30th April 1982 (age 39),Chad George,135 lbs. (61 kg) at 5'6'' (1.68 m),2nd April 2005 (16 years ago),,,
15516,Zachary Dean Micklewright,"Davenport, Iowa (United States of America)",21st August 1986 (age 35),Zach Micklewright,155 lbs. (70 kg) at 6'0'' (1.83 m),28th October 2006 (15 years ago),,,
15518,unknown,"Oshkosh, Wisconsin (United States of America)",1986,Nick Colucci,,,,5'9'' (1.75 m),
15519,Courtney Buck,Minnesota (United States of America),19th March 1982 (age 39),Courtney Buck,145 lbs. (66 kg) at 5'10'' (1.78 m),6th September 2008 (13 years ago),,,
15520,Brandon Visher,"Wailuku, Hawaii (United States of America)",6th May 1984 (age 37),Brandon Visher,145 lbs. (66 kg) at 5'6'' (1.68 m),6th November 2004 (17 years ago),,,
15521,unknown,,,Soria,,,,,
15522,unknown,,,Echevarria,,,,,
15523,unknown,Spain,29th April 1909,Ignacio Ara,,,18th May 1977,5'8'' (1.73 m),
15524,unknown,Spain,,José Pons,,,,,
15525,unknown,,,Rafvela,,,,,
15526,Jesús Chausson Bel,"Zaragoza, Aragón (Spain)",24th November 1930,Jesús Chausson,,1951,9th March 2015,,
15527,unknown,,1930,Giuseppe Daidone,236 lbs. (107 kg) at 5'10'' (1.78 m),,,,
15528,unknown,,,Tony Cassio,,,11th April 2017,,
15529,Adán Morales Mendoza,Mexico,1985,Icaro,,,,,
15530,Devorah Simone Frost,"Cleveland, Ohio (United States of America)",20th August 1981 (age 40),Epiphany ,190 lbs. (86 kg) at 5'7'' (1.70 m),??th October 2008,,,
15531,unknown,"Guadalajara, Jalisco (Mexico)",2nd June 1982 (age 39),Ángelo,187 lbs. (85 kg) at 5'10'' (1.78 m),??th July 2009,,,
15532,unknown,"Guadalajara, Jalisco (Mexico)",24th October 1988 (age 33),El Divino,,1st September 2009 (12 years ago),,,
15533,unknown,"Monthey, Wallis (Switzerland)",17th March 1902,Gulio Travaglini,,,XXXX,,
15534,Luis Santiago,,,Pedro Rodríguez,,,,,
15535,Abraham Jubik,"London, Greater London, England (United Kingdom)",1914,Paul Duveen,,,XXXX,,
15537,Maximilian Schneider,"Hannover, Niedersachsen (Germany)",1991,Maxi Schneider,190 lbs. (86 kg) at 6'1'' (1.85 m),2008,,,
15538,José Dimas Ávila,Oaxaca (Mexico),1949,Doberman,214 lbs. (97 kg) at 5'10'' (1.78 m),,,,
15539,Julian Hernández Quiroz,California (United States of America),,The Killer Jr.,,1991,,,
15540,unknown,"Cerritos, California (United States of America)",1976,Sexy Chino,,,,5'11'' (1.80 m),
15541,unknown,California (United States of America),,The Plague,284 lbs. (129 kg) at 6'2'' (1.88 m),2003,,,
15542,unknown,"Los Angeles, California (United States of America)",,Extreme Loco,,,,,
15543,unknown,Mexico,,Franky,,,,,
15544,unknown,"Houston, Texas (United States of America)",9th December 1985 (age 36),Claudia del Solis ,,2003,,5'7'' (1.70 m),
15546,unknown,Mexico,,Dinamita Kid,,,,,
15547,unknown,,,Dick Hoerner,,,,,
15550,unknown,Mexico,,Black Ninja,,,,,
15551,unknown,Mexico,,Super Ninja,,,,,
15552,unknown,Mexico,6th July ???,Halcón Tarín,121 lbs. (55 kg) at 5'1'' (1.55 m),26th October 2006 (15 years ago),,,
15553,unknown,Mexico,,El Demonio Negro,,,,,
15555,Richard Legere II.,"Norco, California (United States of America)",21st December 1985 (age 36),Rick Legere,171 lbs. (78 kg) at 5'8'' (1.73 m),7th October 2007 (14 years ago),,,
15556,Giorgio Calza,"Trieste, Friuli-Venezia Giulia (Italy)",,George Calza,,,,,
15557,unknown,,,Joe Rogers,,,13th January 1929,,
15558,Nancy Taylor Lewis,"Columbia, South Carolina (United States of America)",3rd October 1929,Patsy O'Neill ,,,23rd June 2015,,
15559,Clem Turner,"Cincinnati, Ohio (United States of America)",28th May 1945,Clem Turner,236 lbs. (107 kg) at 6'1'' (1.85 m),1972,20th December 2009,,
15561,Richard Thomas Bryant,,1935,Chief Little Eagle,,,7th July 1990,,
15562,Vernon Frederick Knichel,"Memphis, Tennessee (United States of America)",12th April 1912,Freddie Knichel,165 lbs. (75 kg) at 5'11'' (1.80 m),1930,24th March 2001,,
15563,unknown,,,Ginger the Wrestling Bear,,,,,
15564,Evelyn Wall,"Corpus Christi, Texas (United States of America)",2nd November 1927,Evelyn Wall ,,1945,11th April 2006,,
15565,unknown,,,Joachim la Barba,,,,,
15568,unknown,,,Rayna Von Tosh ,,,,,
15569,unknown,,,PJ Drummond,,,,,
15570,unknown,,,Andy Long,,,,,
15572,Kristin Duke,"Gainesville, Florida (United States of America)",5th August 1984 (age 37),Kristin Flake ,140 lbs. (64 kg) at 5'4'' (1.63 m),,,,
15574,unknown,Mexico,29th March 1973 (age 48),Julissa ,163 lbs. (74 kg) at 5'4'' (1.63 m),10th February 1992 (30 years ago),,,
15575,Casandra García Barrón,"Ciudad de México, Ciudad de México (Mexico)",30th October 1979 (age 42),Cassandra ,143 lbs. (65 kg) at 5'4'' (1.63 m),1992,,,
15576,unknown,Mexico,,Chamaco Davila,,,,,
15577,unknown,Mexico,30th October 1983 (age 38),Elemento,,,,,
15578,unknown,Mexico,18th February 1991 (age 31),Poseidon,,,,,
15579,unknown,Mexico,25th June 1992 (age 29),Dinamic Black,,2006,,,
15580,unknown,Baja California (Mexico),,Calavera,,,,,
15581,unknown,Mexico,,Rosa Salvaje,,,,,
15582,unknown,Yucatán (Mexico),,Equinoccio,,,,,
15583,unknown,Yucatán (Mexico),,Dark Hunter,,,,,
15584,unknown,Mexico,,El Hijo del Rey Persa,,,,,
15585,Wesley Correira,"Hilo, Hawaii (United States of America)",11th November 1978 (age 43),Wesley Correira,260 lbs. (118 kg) at 6'3'' (1.91 m),22nd July 2000 (21 years ago),,,
15587,Harold Howard,"Niagara Falls, Ontario (Canada)",1958,Harold Howard,240 lbs. (109 kg) at 6'2'' (1.88 m),9th September 1994 (27 years ago),,,
15588,John Edward Gunderson,"Medford, Oregon (United States of America)",1st May 1979 (age 42),John Gunderson,155 lbs. (70 kg) at 5'9'' (1.75 m),17th August 2002 (19 years ago),,,
15590,unknown,Mexico,,Ministro,,,,,
15591,Steve Jennum,"Omaha, Nebraska (United States of America)",,Steve Jennum,215 lbs. (98 kg) at 5'10'' (1.78 m),9th September 1994 (27 years ago),,,
15592,unknown,Mexico,,Jaque Mate Jr.,,,,,
15595,Curtis Peterson,"Mount Horeb, Wisconsin (United States of America)",19th August 1911,Spike Peterson,,,28th May 1951,,
15596,Thomas Richard Dennebaum,"Scranton, Pennsylvania (United States of America)",5th January 1900,Tom Dennebaum,165 lbs. (75 kg) at 5'8'' (1.73 m),1917,8th April 1978,,
15597,Marin Pletina,Klis (Croatia),20th July 1887,Marin Pletina,240 lbs. (109 kg) at 6'2'' (1.88 m),,16th December 1945,,
15598,Nicholas George Bozinis,Greece,25th January 1895,Nick Bozinis,,,12th December 1969,,
15599,unknown,"Orizaba, Veracruz de Ignacio de la Llave (Mexico)",26th May 1983 (age 38),Dark Soul,,,,,
15600,unknown,"Tulancingo de Bravo, Hidalgo (Mexico)",2nd September 1993 (age 28),Lethal,,,,,
15603,Winthrop Sutton Robbins,"Boston, Massachusetts (United States of America)",26th February 1909,Winn Robbins,,,19th June 1998,,
15604,unknown,"Tulcingo de Valle, Puebla (Mexico)",27th January ???,Piel Roja,,2003,,,
15605,unknown,Mexico,,Lobo Azul,,,,,
15606,unknown,"Tacoma, Washington (United States of America)",27th July 1910,Ed Bartlett,,,XXXX,,
15607,unknown,,,Joe Banaski,,,,,
15608,unknown,Nuevo León (Mexico),3rd March 1972 (age 50),Calavera Negra,,3rd March 2006 (16 years ago),,,
15609,Joseph Francis Stangel,Iowa (United States of America),15th July 1899,Jack Wagner,215 lbs. (98 kg) at 6'0'' (1.83 m),,31st October 1965,,
15610,Edward Marion Mynster,Nebraska (United States of America),26th February 1906,Marion Mynster,195 lbs. (88 kg) at 5'10'' (1.78 m),,??th August 1970,,
15611,Sergio Iván Garrido Abate,Chile,1982,Elder Shaggy,,,??th April 2011,,
15613,Luigi Curto,"Springfield, Massachusetts (United States of America)",27th June 1909,Billy Curtis,,,9th November 1988,4'2'' (1.27 m),
15614,John Demetrious Kilonis,Livadi (Greece),15th May 1885,John Kilonis,170 lbs. (77 kg) at 5'10'' (1.78 m),,22nd March 1965,,
15615,Matthew Leo Donoghue,Ontario (Canada),6th April 1909,Leo Donoghue,,,6th December 1978,,
15617,John George Stote,"Mineville, New York (United States of America)",14th January 1909,Johnny Stote,150 lbs. (68 kg) at 5'7'' (1.70 m),,11th March 1969,,
15618,John Horn Riley,"Chicago, Illinois (United States of America)",13th June 1909,Jack Riley,218 lbs. (99 kg) at 6'2'' (1.88 m),,22nd March 1993,,
15619,Charles Streeter Gardner,"Poughkeepsie, New York (United States of America)",5th April 1896,Pete Gardner,,,8th February 1928,,
15620,John Gudiskis,New York (United States of America),1917,John Gudiski,,,XXXX,,
15621,Walter Aloyse Roxey,New Jersey (United States of America),11th November 1907,Walter Roxy,,,29th March 1993,,
15622,Clifford Burton Binckley,"Thornville, Ohio (United States of America)",27th December 1890,Cliff Binckley,,,24th November 1968,,
15623,unknown,United States of America,,Harry Schaefer,,,20th April 1960,,
15624,Paul Otto Max Bahn,"Bremen, Bremen (Germany)",,Paul Bahn,276 lbs. (125 kg) at 6'0'' (1.83 m),,,,
15626,unknown,,,Don Alvarez,,,,,
15627,unknown,,,Ernie Peterson,,,,,
15629,unknown,,,Harry Valdez,,,,,
15630,Leonard Donald Macaluso,"Philadelphia, Pennsylvania (United States of America)",5th April 1907,Len Macaluso,224 lbs. (102 kg) at 6'1'' (1.85 m),30th April 1931 (90 years ago),27th August 1988,,
15631,Turpen Grimes,"Dayton, Ohio (United States of America)",5th October 1906,Turp Grimes,225 lbs. (102 kg) at 5'10'' (1.78 m),,9th August 1982,,
15632,Cleveland Kenneth Welch,Ohio (United States of America),28th February 1909,Cleve Welch,210 lbs. (95 kg) at 5'9'' (1.75 m),,19th September 1962,,
15633,unknown,,,Babe Face Nelson,,,,,
15634,Victor Weber,Tallinn (Estonia),18th June 1905,Vic Weber,160 lbs. (73 kg) at 5'8'' (1.73 m),,8th December 1960,,
15635,John Franklin Spellman,"Middletown, Connecticut (United States of America)",14th June 1899,John Spellman,,,1st August 1966,,
15636,Robert John Bylund,Sweden,6th July 1887,Bobby Bylund,,,6th February 1975,5'7'' (1.70 m),
15637,Clement Jacob Ruppenthal,"Tigerton, Wisconsin (United States of America)",8th October 1906,Duke Ruppenthal,180 lbs. (82 kg) at 5'9'' (1.75 m),,25th January 1992,,
15638,Ernst Wilhelm Scharpegge,"Gelsenkirchen, Nordrhein-Westfalen (Germany)",27th October 1897,Ernie Scharpegge,,,11th March 1940,,
15639,unknown,,,Al Wescott,,,,,
15640,Ernest Piluso,"Portland, Oregon (United States of America)",27th May 1910,Ernie Piluso,185 lbs. (84 kg) at 5'8'' (1.73 m),,21st September 1982,,
15641,Clifford Hugh Nichols,"Cedar Rapids, Iowa (United States of America)",6th December 1898,Hugh Nichols,175 lbs. (79 kg) at 5'10'' (1.78 m),,15th December 1956,,
15642,Raymond Carpenter,,12th March 1896,Ray Carpenter,,,??th November 1956,,
15643,George Marshall Blackstock,"Atlanta, Georgia (United States of America)",3rd April 1903,Marshall Blackstock,235 lbs. (107 kg) at 6'1'' (1.85 m),,21st September 1957,,
15644,unknown,,,George Hagen,,,,,
15645,Carlos Louis Henriquez,"New York City, New York (United States of America)",19th February 1907,Carlos Henriquez,205 lbs. (93 kg) at 5'9'' (1.75 m),,18th June 1980,,
15647,unknown,Nuevo León (Mexico),,Zodiaco,,,,,
15648,unknown,,,Sammy Miller,,,,,
15649,Waino Alexander Ketonen,"Tampere, Pirkanmaa (Finland)",5th July 1888,Waino Ketonen,155 lbs. (70 kg) at 5'6'' (1.68 m),,1st December 1974,,
15650,unknown,,,Art O'Reilly,,,,,
15651,James Newman Lott,"Birmingham, Alabama (United States of America)",31st January 1908,Jimmy Lott,190 lbs. (86 kg) at 5'6'' (1.68 m),26th June 1931 (90 years ago),3rd January 1979,,
15652,Murrell Edward Hogue,"Texarkana, Texas (United States of America)",13th August 1904,Preacher Hogue,208 lbs. (94 kg) at 6'1'' (1.85 m),,27th November 1990,,
15653,unknown,,,Joe Campbell,,,,,
15654,George David Osborn,Texas (United States of America),6th September 1901,Dobie Osborn,,,5th April 1981,,
15655,Noboru Asahi,"Yokohama, Kanagawa (Japan)",5th January 1968 (age 54),Noboru Asahi,145 lbs. (66 kg) at 5'4'' (1.63 m),17th March 1990 (31 years ago),,,
15656,Kazuhiro Kusayanagi,Kanagawa (Japan),15th April 1967 (age 54),Kazuhiro Kusayanagi,195 lbs. (88 kg) at 5'9'' (1.75 m),18th May 1989 (32 years ago),,,
15657,Wayne August Martin,"Bixby, Oklahoma (United States of America)",22nd August 1914,Wayne Martin,160 lbs. (73 kg) at 5'8'' (1.73 m),,15th January 1997,,
15658,Alfred Pereira,"Half Moon Bay, California (United States of America)",8th August 1905,Al Pereira,,,15th January 1990,,
15659,unknown,,,Jack King,,,,,
15660,Jerzy Zapisecki,Kiew (Ukraine),2nd April 1898,Count George Zarynoff,200 lbs. (91 kg) at 5'8'' (1.73 m),,22nd July 1975,,
15662,James Healey,California (United States of America),,Jim Healey,,,,,
15663,Alfred Kurt Naumann,"Pomßen, Sachsen (Germany)",15th March 1899,Al Newman,205 lbs. (93 kg) at 5'11'' (1.80 m),,7th February 1989,,
15664,Johann Schnabl,Wien (Austria),5th October 1932 (age 89),Hans Schnabl,,,,,207 lbs. (94 kg)
15665,unknown,,,Sherm Christensen,,,,,205 lbs. (93 kg)
15666,John Kazanjian,"Fresno, California (United States of America)",28th December 1902,Casey Kazanjian,,,19th March 1973,,
15667,Gilman Kermit Knutson,"La Grande, Oregon (United States of America)",9th November 1911,Gil Knutson,185 lbs. (84 kg) at 6'0'' (1.83 m),,10th December 1997,,
15668,unknown,,,John Kallas,,,7th September 1958,,
15669,Leo Papiano,Greece,15th August 1896,Leo Papiano,,,4th November 1973,,
15670,unknown,,,Sam Chuck,,,,,
15673,Floyd Elmer Marshall,"Humphrey, Arkansas (United States of America)",3rd April 1908,Floyd Marshall,245 lbs. (111 kg) at 6'2'' (1.88 m),,17th June 1984,,
15674,Mike Czaplinski ,,,Mike Haller,,,XXXX,,
15675,Olie Ray Lanier,New Mexico (United States of America),22nd September 1909,Bulldog Lanier,,,6th September 1945,5'10'' (1.78 m),
15676,Jean Roy,"Montréal, Quebec (Canada)",1927,Tiny Roe,,9th October 1947 (74 years ago),1986,4'10'' (1.47 m),
15677,unknown,,,Lefty Williams,,,,,
15678,Charles Wright,,,Elmer Larsen,,,,,
15679,unknown,,,Luke Wayne,,,,,
15680,Charles J. Menzemer Jr.,Pennsylvania (United States of America),16th June 1922,Karl Kowalski,,,29th June 1998,,
15681,Charles Edward Benson,"Charleston, Arkansas (United States of America)",28th September 1927,Chuck Benson,,,18th December 2006,,
15682,Jimmie Herman Carter,,7th December 1934,Jim Carter,,,5th May 2007,,
15683,Joe Costello,,1931,Joe Costello,,,30th October 1961,,
15684,unknown,"Columbus, Ohio (United States of America)",,Patty Neff ,140 lbs. (64 kg) at 5'6'' (1.68 m),,,,
15685,unknown,,,Mike Sipich,,,,,
15688,unknown,"Cherokee, North Carolina (United States of America)",17th January 1904,Little Beaver,,25th December 1927 (94 years ago),XXXX,,
15689,Cecil McGill,,,Cecil McGill,,,,,
15690,Stephen Thomas McGill,,16th September 1932,Steve McGill,,,15th September 1997,,
15691,unknown,,,Bobby Layne,,,,,
15693,Edward Clark Prudhomme,"Shreveport, Louisiana (United States of America)",15th March 1911,Jack Hagen,190 lbs. (86 kg) at 5'9'' (1.75 m),,25th February 1990,,
15694,unknown,,,Sam George,,,,,
15695,unknown,,,Ray Miller,,,,,
15696,unknown,Mexico,,Al Rojo Vívo,,,,,
15698,Eugene D. Blackley,"Anson, Texas (United States of America)",7th March 1913,Gene Blackley,195 lbs. (88 kg) at 5'10'' (1.78 m),,21st April 1959,,
15699,unknown,,,Barefoot Ballard,,,,,
15700,William Robert Sledge,"Navasota, Texas (United States of America)",2nd June 1910,Bill Sledge,220 lbs. (100 kg) at 5'10'' (1.78 m),,21st January 1990,,
15701,unknown,,,Jack Spitzer,,,,,
15702,unknown,,,Al Norcus,,,,,
15703,Mandel Krauser,Poland,1909,Max Krauser,,,1st March 1999,,
15705,unknown,,,Pat Welsh,,,,,
15706,Michael Gerard Tyson,"New York City, New York (United States of America)",30th June 1966 (age 55),Mike Tyson,,,,5'11'' (1.80 m),
15707,unknown,"Lawrence, Massachusetts (United States of America)",,Mark Bourne,157 lbs. (71 kg) at 5'5'' (1.65 m),,,,
15708,unknown,"Guadalajara, Jalisco (Mexico)",19th September 1990 (age 31),Titanio,214 lbs. (97 kg) at 6'3'' (1.91 m),16th August 2009 (12 years ago),,,
15709,unknown,"Wahpeton, North Dakota (United States of America)",,Jack Sampson,,,,,
15713,John Short,"Mays Landing, New Jersey (United States of America)",9th April 1986 (age 35),Johnny Calzone,,,,6'0'' (1.83 m),
15714,Pantaleon Catanghal Manlapig,Calumpit (Philippines),28th July 1903,Pantaleon Manlapig,240 lbs. (109 kg) at 5'9'' (1.75 m),,4th March 1961,,
15715,Bob Francis Cummings,"Wisconsin Rapids, Wisconsin (United States of America)",12th November 1909,Bob Cummings,175 lbs. (79 kg) at 5'9'' (1.75 m),,XXXX,,
15716,Thomas M. Freeman,,,Hat Freeman,,,,,
15717,Marc Sebire,Réunion,18th February 1981 (age 41),White Storm,,2001,,5'11'' (1.80 m),
15718,unknown,Canada,,Moondog Buddy,323 lbs. (147 kg) at 6'0'' (1.83 m),,,,
15719,unknown,Ontario (Canada),,Jodi D'Milo ,,21st June 2007 (14 years ago),,5'7'' (1.70 m),
15720,unknown,"Toronto, Ontario (Canada)",10th February ???,Xandra Bale ,110 lbs. (50 kg) at 5'3'' (1.60 m),9th August 2008 (13 years ago),,,
15721,unknown,,,James Morgan,,,,,
15722,Joel Goodhart,,28th August 1953 (age 68),Joel Goodhart,,,,,
15723,unknown,,,Lou Laird,,,,,
15724,unknown,,,Frank James,,,,,
15725,unknown,"New Castle, Delaware (United States of America)",27th September ???,Corey Blaze,165 lbs. (75 kg) at 5'7'' (1.70 m),27th January 2007 (15 years ago),,,
15726,Kenji Kawaguchi,"Kawasaki, Kanagawa (Japan)",10th August 1968 (age 53),Kenji Kawaguchi,170 lbs. (77 kg) at 5'8'' (1.73 m),18th May 1989 (32 years ago),,,
15727,Mamoru Okochi,"Sagamihara, Kanagawa (Japan)",10th July 1972 (age 49),Mamoru Okochi,135 lbs. (61 kg) at 5'7'' (1.70 m),13th January 1991 (31 years ago),,,
15728,Naoki Sakurada,"Niigata, Niigata (Japan)",12th May 1966 (age 55),Naoki Sakurada,170 lbs. (77 kg) at 5'7'' (1.70 m),18th May 1989 (32 years ago),,,
15729,unknown,"East Palestine, Ohio (United States of America)",,Patrick Hayes,187 lbs. (85 kg) at 6'0'' (1.83 m),,,,
15730,unknown,Ontario (Canada),4th April 1985 (age 36),Marcus Marquez,190 lbs. (86 kg) at 5'10'' (1.78 m),??th September 2003,,,
15732,Josh Kelly,"Hammond River, New Brunswick (Canada)",1987,JJB,235 lbs. (107 kg) at 6'5'' (1.96 m),,,,
15733,unknown,Canada,,Eric Edwards,,,,,
15734,unknown,"Phoenix, Arizona (United States of America)",,Ryan Lynch,245 lbs. (111 kg) at 6'2'' (1.88 m),,,,
15735,Jason Lamar Craig,"Atlanta, Georgia (United States of America)",,JP Magnum,260 lbs. (118 kg) at 6'3'' (1.91 m),,,,
15737,unknown,Quebec (Canada),,JJ Savage,180 lbs. (82 kg) at 5'8'' (1.73 m),,,,
15738,unknown,"Drummondville, Quebec (Canada)",,Steve Blackwell,254 lbs. (115 kg) at 5'8'' (1.73 m),2008,,,
15739,unknown,Quebec (Canada),,Ivan Sullivan,156 lbs. (71 kg) at 5'10'' (1.78 m),,,,
15740,unknown,"Drummondville, Quebec (Canada)",,Chris Maven,202 lbs. (92 kg) at 6'0'' (1.83 m),5th June 2009 (12 years ago),,,
15741,unknown,"Montréal, Quebec (Canada)",,Alex Miller,182 lbs. (83 kg) at 6'3'' (1.91 m),8th March 2008 (14 years ago),,,
15743,Tony López,"Huntington Beach, California (United States of America)",,Tony López,205 lbs. (93 kg) at 6'4'' (1.93 m),20th March 2005 (16 years ago),,,
15744,Andrew Harris,"London, Greater London, England (United Kingdom)",30th August 1979 (age 42),Tiny Iron,294 lbs. (133 kg) at 6'6'' (1.98 m),,,,
15745,unknown,Quebec (Canada),,Cameleon,,,,,
15746,unknown,Quebec (Canada),,Alexander the Magnificent,,,,,
15747,unknown,Quebec (Canada),,Rick Lawrence,,,,,
15748,unknown,Quebec (Canada),,Mart Garvin,,,,,
15749,unknown,Quebec (Canada),,Lost Boy,,,,,
15750,unknown,Quebec (Canada),,Boris Kruschevv,,,,,
15751,unknown,Quebec (Canada),,Fred Della Serra,,,,,
15752,unknown,Quebec (Canada),,Black Bear,302 lbs. (137 kg) at 6'1'' (1.85 m),,,,
15753,unknown,Quebec (Canada),,Mike Lyons,,,,,
15754,unknown,Quebec (Canada),,Marz,,,,,
15755,unknown,Quebec (Canada),,Warlock,,,,,
15756,unknown,Quebec (Canada),,Le Rocker,,,,,
15757,unknown,Quebec (Canada),,Ben Le King,,,,,
15760,unknown,Spain,,Alin Hawk,,,,,
15761,unknown,Quebec (Canada),,Bam Bam,,,,,
15763,unknown,Quebec (Canada),,Fantastic Franky,,,,,
15764,unknown,Quebec (Canada),,Joe Milano,,,,,
15765,unknown,Quebec (Canada),,Madd Dogg,,,,,
15766,unknown,Canada,,William Brady,228 lbs. (103 kg) at 6'1'' (1.85 m),,,,
15767,Jesse Forbes,"Portland, Maine (United States of America)",24th October 1984 (age 37),Jesse Forbes,185 lbs. (84 kg) at 6'2'' (1.88 m),16th July 2005 (16 years ago),,,
15772,Roland R. Fleetwood,,1934,Johnny Lyons,,,,,
15773,unknown,,,Jim Wallis,,13th January 1932 (90 years ago),,,
15775,Anthony Morrison,"Philadelphia, Pennsylvania (United States of America)",29th March 1984 (age 37),Anthony Morrison,145 lbs. (66 kg) at 5'7'' (1.70 m),30th June 2006 (15 years ago),,,
15776,Frank D'Aiello,,,Frank Dallo,,,,,
15777,unknown,,,Jacques LaRose,,,,,
15778,unknown,,,Georges Dufresne,,,,,
15779,unknown,,,Emile Dufresne,,,,,
15780,unknown,,,Henri Dufresne,,,,,
15781,unknown,,,Marcel Ouimet,,,,,
15782,Alfred Joseph Mercier,"Ware, Massachusetts (United States of America)",1st January 1900,Al Mercier,211 lbs. (96 kg) at 5'11'' (1.80 m),,8th July 1973,,
15783,Jean-Baptiste Pusie,"Montréal, Quebec (Canada)",15th October 1910,Jean Pusie,210 lbs. (95 kg) at 6'0'' (1.83 m),26th April 1933 (88 years ago),21st April 1956,,
15784,unknown,,,George Deslongchamps,,,,,
15785,Joseph Natali,,,Joe White,,,,,
15787,Eric Hartsburg,"Michigan City, Indiana (United States of America)",1982,Erico,,2003,,6'0'' (1.83 m),
15789,unknown,Mexico,,El Hijo del Pandita,189 lbs. (86 kg) at 5'7'' (1.70 m),,,,
15790,unknown,"Irapuato, Guanajuato (Mexico)",28th January ???,Pandita Jr.,196 lbs. (89 kg) at 5'7'' (1.70 m),23rd September 2009 (12 years ago),,,
15791,unknown,,,Mike Roberts,,2005,,,
15792,unknown,"Lingen, Niedersachsen (Germany)",7th June 1992 (age 29),Rene Cardinal,216 lbs. (98 kg) at 6'0'' (1.83 m),4th July 2009 (12 years ago),,,
15793,unknown,United States of America,,Robert Parker Williams,165 lbs. (75 kg) at 5'11'' (1.80 m),26th May 2001 (20 years ago),,,
15794,John H. Kane,"Baltimore, Maryland (United States of America)",,Johnny Kane,,,19th December 1973,,
15795,unknown,,,Betty White ,,,,,
15796,unknown,,,Lulu Mae Provo ,,,,,
15797,unknown,Arizona (United States of America),1981,Erica D'Erico ,,,,6'0'' (1.83 m),
15798,unknown,"Tempe, Arizona (United States of America)",1982,Mike James,,,,5'7'' (1.70 m),
15801,Brandon Overholser,"Centerville, Ohio (United States of America)",19th January 1988 (age 34),American Kickboxer #2,140 lbs. (64 kg) at 5'5'' (1.65 m),2007,,,
15802,Mark Easterday,,,Sid Fabulous,,,,,
15804,unknown,"Indianapolis, Indiana (United States of America)",22nd April 1980 (age 41),Jesse Emerson,245 lbs. (111 kg) at 6'3'' (1.91 m),,,,
15805,unknown,"Detroit, Michigan (United States of America)",1985,Kaden Assad,209 lbs. (95 kg) at 6'1'' (1.85 m),,,,
15813,Patrick OCallaghan,Cork (Ireland),15th September 1905,Pat O'Callaghan,216 lbs. (98 kg) at 5'11'' (1.80 m),,1st December 1991,,
15814,Jillian Beyor,"Northfield, New Hampshire (United States of America)",31st October 1985 (age 36),Jillian Beyor,110 lbs. (50 kg) at 5'5'' (1.65 m),3rd December 2009 (12 years ago),,,
15815,unknown,,,Jey Graham,,,,,
15816,Thomas Casey,,7th July 1914,Tom Casey,210 lbs. (95 kg) at 6'2'' (1.88 m),,XXXX,,
