,Real Name,Weight and Height,Birthplace,Date of Birth,Debut,wrestler_name,Date of Death,Height,Weight
6011,Steven Thomas Ranton,260 lbs. (118 kg) at 6'2'' (1.88 m),"Paterson, New Jersey (United States of America)",16th October 1984,2002,Axis,27th March 2007,,
6012,Mike Kist,,,,,Mikey Tenderfoot,,,
6014,Al Schaefer,235 lbs. (107 kg) at 5'10'' (1.78 m),"Central Islip, New York (United States of America)",19th January 1964 (age 58),,Sonny Blaze,,,
6015,Steve Finley,203 lbs. (92 kg) at 5'7'' (1.70 m),"Everett, Washington (United States of America)",28th May 1967,1986,Buddy Wayne,17th June 2017,,
6016,Gerard A. McCra Jr.,,,14th March 1959,,Bobby Moran,11th October 1993,,
6017,Franz Schneider,,,,,Dirk van den Born,,,
6018,unknown,,,,,Bill Yates,,,
6020,unknown,,"München, Bayern (Germany)",,,Georg Burghardt,1913,,
6024,unknown,,,,,Tex Gaines,,,
6026,unknown,,,,,Johnny Greenpeace,,,
6028,Steve Collins,255 lbs. (116 kg) at 6'2'' (1.88 m),United States of America,,,Kid Collins,,,
6032,Sergio Rangel,240 lbs. (109 kg) at 5'11'' (1.80 m),"Laguna Beach, California (United States of America)",,,Sergio,,,
6033,unknown,,,,,Rocky Styles,,,
6034,unknown,186 lbs. (84 kg) at 5'10'' (1.78 m),"Escanaba, Michigan (United States of America)",,2003,Richard Cranium,,,
6035,Adam Glossop,,"Leeds, West Yorkshire, England (United Kingdom)",14th January 1984 (age 38),18th July 2004 (17 years ago),Adam Darke,,,
6041,unknown,112 lbs. (51 kg) at 5'0'' (1.52 m),"Fairmont, West Virginia (United States of America)",,2006,Jill ,,,
6042,Jarrod Slone,200 lbs. (91 kg) at 5'8'' (1.73 m),"Georgetown, Kentucky (United States of America)",,2007,Jarrod Slone,,,
6045,unknown,125 lbs. (57 kg) at 5'5'' (1.65 m),"Lincoln, Nebraska (United States of America)",1985,2007,Raphael Constantine,,,
6046,unknown,160 lbs. (73 kg) at 5'3'' (1.60 m),"Lexington, Kentucky (United States of America)",,2006,Sonic,,,
6048,unknown,260 lbs. (118 kg) at 6'3'' (1.91 m),,,2004,Big Cat,,,
6051,unknown,134 lbs. (61 kg) at 5'6'' (1.68 m),"Greater London, England (United Kingdom)",,,Nikko Brixton,,,
6052,unknown,221 lbs. (100 kg) at 5'10'' (1.78 m),,,,Agent Orange,,,
6056,José Prado,,,,,Pepe Prado,,,
6058,Jeanne Durso,130 lbs. (59 kg) at 5'3'' (1.60 m),"New York City, New York (United States of America)",13th May ???,1996,Little Jeannie ,,,
6059,Randall William Phillips,220 lbs. (100 kg) at 5'8'' (1.73 m),"Salt Lake City, Utah (United States of America)",8th November 1954 (age 67),1986,Treach Phillips Jr.,,,
6061,unknown,,"Burlington, North Carolina (United States of America)",30th November 1971 (age 50),1996,Chris Annon,,,
6062,unknown,,,1975,,Bad Boy Basil,18th February 2002,,
6066,Joseph Salvatore Chetti,205 lbs. (93 kg) at 5'9'' (1.75 m),New York (United States of America),19th November 1963 (age 58),,Joe Chetti,,,
6069,Katsue Yagishita,,,1938,1955,Miyuki Yanagi ,19th October 2002,,
6070,unknown,107 lbs. (49 kg) at 4'1'' (1.24 m),,,,Bobby Dean,2nd September 2017,,
6073,unknown,201 lbs. (91 kg) at 5'10'' (1.78 m),"St. Peters, Missouri (United States of America)",,??th April 2004,Darin Waid,,,
6074,Jeffrey M. Dingess,270 lbs. (122 kg) at 6'6'' (1.98 m),,26th June 1978,1998,Yukon Braxton,30th December 2002,,
6077,Jonathan P. Bolick,,,29th September 1971 (age 50),1996,Crazy Train,,,
6079,Takumi Abe,190 lbs. (86 kg) at 5'7'' (1.70 m),"Tachikawa, Tokyo (Japan)",24th December 1976 (age 45),18th September 1999 (22 years ago),Chojin Yusha G Valion,,,
6081,unknown,,,,,Nikita Mulkovich,,,
6082,Michael J. Ryan,,"Uniontown, Pennsylvania (United States of America)",1913,,Mike Ryan,21st August 1964,,
6083,George A. Wilos Jr.,,"Philadelphia, Pennsylvania (United States of America)",8th May 1911,,George Ryan,26th August 1967,6'0'' (1.83 m),
6084,Roger Bachman,,United States of America,,,Roger Ruffen,,,
6085,unknown,240 lbs. (109 kg) at 5'10'' (1.78 m),,,,Eric Sbraccia,,,
6086,Josh Lessard,194 lbs. (88 kg) at 5'11'' (1.80 m),,1978,26th August 2000 (21 years ago),The Hacker,,,
6090,Daryll Gower,256 lbs. (116 kg) at 6'1'' (1.85 m),"Gainesville, Georgia (United States of America)",26th January 1965,1984,Steve Lawler,2nd September 2021,,
6093,unknown,230 lbs. (104 kg) at 5'10'' (1.78 m),"Buffalo, New York (United States of America)",,,Appollo Starr,,,
6096,unknown,,,,,Pete Madden,,,
6097,Dennis T. McHawes,,,18th July 1972 (age 49),,Dennis McHawes,,,
6098,unknown,229 lbs. (104 kg) at 6'0'' (1.83 m),"Arlington, Virginia (United States of America)",,,Johnny Jett,,,
6099,Jim Dejewski,,,,,Luminous Warrior,,,
6100,Mark Ptasnik,226 lbs. (103 kg) at 6'2'' (1.88 m),"Lawrence, Kansas (United States of America)",22nd July 1979 (age 42),4th August 2001 (20 years ago),Mark Sterling,,,
6102,unknown,250 lbs. (113 kg) at 6'2'' (1.88 m),"Denver, Colorado (United States of America)",,,Derek Stone,,,
6104,Leonard Brand,220 lbs. (100 kg) at 6'0'' (1.83 m),,,,Stiff Jackson,,,
6105,unknown,,,,,Danny Ray,,,
6108,unknown,250 lbs. (113 kg) at 5'11'' (1.80 m),"Prescott Valley, Arizona (United States of America)",,2000,Dewey,,,
6109,unknown,255 lbs. (116 kg) at 6'4'' (1.93 m),"Phoenix, Arizona (United States of America)",1st June 1975 (age 46),,Joel Anderson,,,
6115,unknown,221 lbs. (100 kg) at 6'0'' (1.83 m),"Shaker Heights, Ohio (United States of America)",,,Carlton Kaz,,,
6116,unknown,251 lbs. (114 kg) at 6'4'' (1.93 m),"South Bend, Indiana (United States of America)",1st October 1979 (age 42),26th June 1999 (22 years ago),Jimmy Shalwin,,,
6122,Mike T. Miele Jr.,,,1964,,Mike E. Milano,20th October 2010,,
6125,unknown,,"Haywards Heath, West Sussex, England (United Kingdom)",28th March ???,1976,Mal Sanders,,,
6126,unknown,282 lbs. (128 kg) at 6'6'' (1.98 m),"Atlanta, Georgia (United States of America)",,,Rob Adonis,,,
6127,Garth Kidd,215 lbs. (98 kg) at 5'11'' (1.80 m),Dublin (Ireland),,2nd July 2006 (15 years ago),Mandrake,,,
6129,unknown,,,,1968,Dave Hines,??th May 2012,,
6132,Rishi Ghosh,185 lbs. (84 kg) at 5'9'' (1.75 m),"Portsmouth, Hampshire, England (United Kingdom)",,,Rishi Ghosh,,,
6136,Gregory Lambert,190 lbs. (86 kg) at 6'0'' (1.83 m),"Morecambe, Lancashire, England (United Kingdom)",22nd January 1972 (age 50),2002,Greg Lambert,,,
6137,Allan Mclean,,"Kilmarnock, East Ayrshire, Scotland (United Kingdom)",,,Spinner McKenzie,,,
6138,unknown,182 lbs. (83 kg) at 5'11'' (1.80 m),"Colchester, Essex, England (United Kingdom)",,2005,Danny Blaze,,,
6139,unknown,170 lbs. (77 kg) at 6'0'' (1.83 m),"Aalborg, Nordjylland (Denmark)",,,Final Count,,,
6145,unknown,,Minnesota (United States of America),,,Jamie Magnum,,,
6148,Kim Westphal,231 lbs. (105 kg) at 6'0'' (1.83 m),"Odense, Syddanmark (Denmark)",19th January 1983 (age 39),2000,Kimball,,,
6149,unknown,,"Kent, England (United Kingdom)",,,Frank Rimer,14th February 2021,,
6151,unknown,147 lbs. (67 kg) at 5'7'' (1.70 m),"Norwich, Norfolk, England (United Kingdom)",29th June 1958 (age 63),,Jimmy Ocean,,,
6154,unknown,,,,,Larry Gibson,??th March 2017,,
6157,Donald Hollis Welch,283 lbs. (128 kg) at 6'4'' (1.93 m),"Tyronza, Arkansas (United States of America)",14th March 1946,,Don Bass,16th September 2016,,
6158,Joseph Anthony Savoldi,210 lbs. (95 kg) at 5'11'' (1.80 m),Lombardia (Italy),5th March 1908,16th February 1931 (91 years ago),Joe Savoldi,25th January 1974,,
6160,Richard Grupe,,"Bremen, Bremen (Germany)",8th October 1915,,Richard Grupe,5th August 1988,,
6161,Carl Donald Bell,222 lbs. (101 kg) at 6'2'' (1.88 m),"Kahnawake, Quebec (Canada)",25th August 1925,1945,Don Eagle,17th March 1966,,
6163,Enrique Gregory Romero,245 lbs. (111 kg) at 6'0'' (1.83 m),"San Bernardino, California (United States of America)",24th May 1931,1952,Ricky Romero,15th January 2006,,
6164,unknown,,,,,Jim Tanner,,,
6165,unknown,,,,,Danny Dane,,,
6168,Dale Mann,,"Jamestown, Kentucky (United States of America)",12th August 1939,,Dale Mann,17th July 2017,,
6169,unknown,220 lbs. (100 kg) at 6'1'' (1.85 m),,20th September 1967 (age 54),,Scotty McKeever,,,
6170,Jack Taylor,,,1927,,Jack Taylor,5th April 2010,,
6171,unknown,,United Kingdom,,,Eric Taylor,,,187 lbs. (85 kg)
6172,unknown,,,,18th May 1992 (29 years ago),Bo Dacious,,,
6173,Benito Torres,,Cayey (Puerto Rico),1936,,Tito Torres,21st April 2017,,
6175,Joseph Eugene Pazandak,230 lbs. (104 kg) at 5'8'' (1.73 m),"Minneapolis, Minnesota (United States of America)",23rd October 1914,26th January 1937 (85 years ago),Joe Pazandak,10th December 1983,,
6176,unknown,,,,,Josh Besore,,,
6177,unknown,235 lbs. (107 kg) at 6'1'' (1.85 m),"Tahlequah, Oklahoma (United States of America)",1st July ???,1995,Tim Warcloud,,,
6179,unknown,,"Concordia, Missouri (United States of America)",,2004,Daniel Cross,,,
6182,Martin K. Evans,280 lbs. (127 kg) at 6'2'' (1.88 m),"London, Greater London, England (United Kingdom)",1975,,Twinkletoes,,,
6184,unknown,,,,,Viper,,,
6185,Travis Conley,,"Las Vegas, Nevada (United States of America)",1984,,T-Money,,5'10'' (1.78 m),
6186,James Edward Barnett,,United States of America,9th June 1924,,Jim Barnett,17th September 2004,,
6188,Ron Wilkinson,294 lbs. (133 kg) at 6'6'' (1.98 m),"Grimsby, Lincolnshire, England (United Kingdom)",25th October 1974 (age 47),,The Urban Warrior,,,
6191,William Mark Pulliam,,North Carolina (United States of America),5th January 1964,,Mark Vance,13th March 2018,,
6192,Bert Owen Prentice,,"Estherville, Iowa (United States of America)",26th March 1958,,Bert Prentice,4th August 2021,,
6193,Víctor Siebens Rodríguez,,Puerto Rico,,,Metal Blade,,,
6194,unknown,,,,,Jack LaRue,,,
6195,Mark Starr,,"St. Louis, Missouri (United States of America)",5th October 1936 (age 85),,Joe Kono,,,
6196,unknown,,,,,Jack O'Reilly,,,
6197,Charles Phillip Van Audenarde,178 lbs. (81 kg) at 5'11'' (1.80 m),"Sault Ste. Marie, Ontario (Canada)",23rd March 1914,1934,Jack Terry,10th August 1978,,
6200,Luz Lorena Velarde Murillo,,"Mazatlán, Sinaloa (Mexico)",16th November 1975 (age 46),1993,La Infernal ,,,
6201,unknown,,Mexico,1988,2003,El Hijo del Valiente,,,
6202,unknown,,Sinaloa (Mexico),1968,1982,Muralla Negra,,,
6206,unknown,,"Piedras Negras, Coahuila de Zaragoza (Mexico)",,1977,Arandú,,,
6209,Mario Placencia Casillas,,"Ciudad de México, Ciudad de México (Mexico)",,1974,El Jalisco #2,,,
6210,Adolfo Placencia Casillas,,"Ciudad de México, Ciudad de México (Mexico)",13th January 1958 (age 64),1974,El Jalisco,,5'7'' (1.70 m),
6212,unknown,,,,,Ray Mejía,,,
6215,unknown,181 lbs. (82 kg) at 5'9'' (1.75 m),"Morelia, Michoacán de Ocampo (Mexico)",1st July ???,20th March 2007 (14 years ago),Tritón,,,
6216,unknown,231 lbs. (105 kg) at 5'7'' (1.70 m),Mexico,,??th February 1992,Obituary,,,
6218,Alejandro Hernández,,,,,Príncipe Mercurio,25th September 2016,,
6219,Daniel Storr,180 lbs. (82 kg) at 5'11'' (1.80 m),"Kingston upon Hull, East Yorkshire, England (United Kingdom)",3rd February 1987 (age 35),2008,Danny V.,,,
6220,unknown,,,,,Vinnie Viagra,,,
6221,Alicia Muñoz Alvarado,,Coahuila de Zaragoza (Mexico),1958,1977,La Medusa,,,
6225,José Mendoza Tolentino,,Mexico,,1996,Niño de la Calle,,,
6226,unknown,,"West Midlands, England (United Kingdom)",,,Big Richard Action,,,
6227,unknown,,,,,Andy Blair,,,
6229,Benjamin Boothman,,"Keighley, West Yorkshire, England (United Kingdom)",,,Benjamin Boothman,,,
6234,unknown,181 lbs. (82 kg) at 5'8'' (1.73 m),"Bergen, Hordaland (Norway)",1st February 1986 (age 36),18th October 2001 (20 years ago),Daniel Sebastian,,,
6235,unknown,187 lbs. (85 kg) at 6'3'' (1.91 m),"Oslo, Oslo (Norway)",14th December 1987 (age 34),13th February 2005 (17 years ago),Gabriel Antonik,,,
6236,unknown,185 lbs. (84 kg) at 5'10'' (1.78 m),Norway,,,Geist,,,
6237,unknown,231 lbs. (105 kg) at 6'2'' (1.88 m),"Oslo, Oslo (Norway)",,,Garm Støylen,,,
6238,unknown,245 lbs. (111 kg) at 6'3'' (1.91 m),Ontario (Canada),,,James Champagne,,,
6239,unknown,,,19th August 1963 (age 58),,Bill Weaver,,,
6240,unknown,218 lbs. (99 kg) at 6'3'' (1.91 m),Canada,,,Mike Roselli,,,
6242,unknown,170 lbs. (77 kg) at 5'9'' (1.75 m),"Hamar, Hedmark (Norway)",1979,,Mystiske Roy,,,
6245,Adam Bernard Jones,185 lbs. (84 kg) at 5'10'' (1.78 m),"Atlanta, Georgia (United States of America)",30th September 1983 (age 38),12th August 2007 (14 years ago),Pacman Jones,,,
6246,Brian Gamble,220 lbs. (100 kg) at 6'0'' (1.83 m),Ohio (United States of America),24th April 1970 (age 51),2001,Brian Gamble,,,
6247,unknown,,Mexico,,,Siki Osama,,,
6249,unknown,,"Glasgow, Glasgow, Scotland (United Kingdom)",19th March 1985 (age 36),18th December 2004 (17 years ago),Alex Cavanagh,,5'6'' (1.68 m),
6250,unknown,,"Glasgow, Glasgow, Scotland (United Kingdom)",,,Vinnie James,,5'10'' (1.78 m),
6253,unknown,215 lbs. (98 kg) at 6'0'' (1.83 m),,,,Kyle Storm,,,
6254,Don Roberto Rangel,,"Charcas, San Luis Potosí (Mexico)",12th May 1928,,Roberto Rangel,22nd August 2006,,
6255,Alfonso Mora Veytia,,Mexico,,,Superzán,9th January 2006,,
6257,Felix Kohnke,,,,,Felix Kohnke,,,
6258,unknown,,"Stockholm, Stockholms (Sweden)",23rd March 1927 (age 94),,Karl Karlsson,,,
6259,George Kosti,,Saskatchewan (Canada),25th April 1930,,George Gadaski,16th December 1982,,
6260,Lawrence Kenneth McMullen,,,11th September 1944,,Kenny Mack,28th July 2006,,
6261,unknown,,,,,Cathy Branch ,,,
6262,unknown,,"Columbus, Ohio (United States of America)",1934,,Kathleen Wimbley ,,,
6263,John Francis Bence,205 lbs. (93 kg) at 5'10'' (1.78 m),"Pittsfield, Massachusetts (United States of America)",27th June 1922,,Jack Bence,3rd April 1985,,
6264,Jack Lakey,,New Zealand,1916,,Jack Carter,2006,,195 lbs. (88 kg)
6265,Jack Culkin,,,,,Jack Curtis,,,
6267,Jack Cecil Moore,200 lbs. (91 kg) at 6'0'' (1.83 m),"Benton, Illinois (United States of America)",2nd January 1908,,Jack Moore,30th March 1997,,
6268,unknown,,,,,Jack Singer,,,
6269,Samuel William Nichols,185 lbs. (84 kg) at 5'10'' (1.78 m),"Portland, Maine (United States of America)",31st December 1910,,Jackie Nichols,22nd April 2003,,
6270,Gary V. Brumbaugh,,United States of America,16th September 1939,,Gary Brumbaugh,12th May 2010,,
6271,Melvin Nelson,,South Carolina (United States of America),,,Burrhead Jones,15th October 2017,,
6272,unknown,230 lbs. (104 kg) at 5'11'' (1.80 m),,,,Leo Wallich,,,
6273,unknown,,,,,Jo Ann Mullineaux ,,,
6276,Joseph Steven Katelmach,230 lbs. (104 kg) at 5'11'' (1.80 m),Saskatchewan (Canada),20th March 1908,,Joe Corbett,24th September 1987,,
6277,Joseph Anton Hason,230 lbs. (104 kg) at 5'11'' (1.80 m),"Omaha, Nebraska (United States of America)",30th December 1910,,Joe Dusek,31st October 1992,,
6278,Joseph Samuel Marusich,262 lbs. (119 kg) at 6'0'' (1.83 m),"Chicago, Illinois (United States of America)",25th August 1911,,Joe Marsh,9th May 1989,,
6279,Hariloas Tsimogiannos,,Greece,,,Johnny Apollo,,,
6280,Gilbert Sánchez,,,,,Johnny Gilbert,4th December 1990,,
6281,unknown,227 lbs. (103 kg) at 5'9'' (1.75 m),,26th December 1920,,Johnny Heidman,27th January 2011,,
6282,John J. Kakacek,,"Antioch, Illinois (United States of America)",24th May 1926,,Johnny Kace,9th September 1992,,
6284,unknown,,Texas (United States of America),,,José Quintero,,,
6285,Juan Humberto,,Texas (United States of America),1905,,Juan Humberto,XXXX,,
6286,Judy Marlene Glover,180 lbs. (82 kg) at 5'9'' (1.75 m),"Monticello, Florida (United States of America)",18th January 1932,1953,Judy Glover ,22nd November 2016,,
6287,unknown,210 lbs. (95 kg) at 5'11'' (1.80 m),,,,Lou Bertucci,,,
6288,William F. Strozier,,,,,Johnny Long,,,
6289,unknown,,Mexico,,,Alondra,,,
6290,unknown,,Mexico,,2001,Gato Volador Jr.,14th April 2010,,
6292,Richard Hackworth,,,,,Rick Love,,,
6293,unknown,200 lbs. (91 kg) at 5'10'' (1.78 m),"Nashville, Tennessee (United States of America)",,,Derrick King,,,
6295,unknown,185 lbs. (84 kg) at 5'8'' (1.73 m),"Savannah, Georgia (United States of America)",,1998,Justin Idol,,,
6296,Luis Carmona,,Mexico,,,Chato Carmona,,,
6298,Lucian Hoyt Whitson,,Arkansas (United States of America),23rd March 1926,,Lou Whitson,10th June 1979,,
6299,Louis Francis Plummer,250 lbs. (113 kg) at 6'3'' (1.91 m),"Annapolis, Maryland (United States of America)",7th August 1907,1931,Lou Plummer,16th September 1985,,
6301,unknown,247 lbs. (112 kg) at 6'0'' (1.83 m),,,,Boomer Payne,,,
6303,unknown,,,,,Little Crusher,,,
6304,unknown,,,,,Lil Abner Gotch,,,
6306,Ted Reade,,,,,Teddy Reade,,,
6307,Ronald J. Niemi,205 lbs. (93 kg) at 5'6'' (1.68 m),"Ishpeming, Michigan (United States of America)",23rd February 1970 (age 52),,Ron Niemi,,,
6308,unknown,225 lbs. (102 kg) at 6'0'' (1.83 m),"Charlotte, North Carolina (United States of America)",1984,2000,Tommy Vandal,,,
6314,Patrick Anthony Helvey,,Virginia (United States of America),,,Ric McCord,,,
6315,unknown,228 lbs. (103 kg) at 5'11'' (1.80 m),"Edmonton, Alberta (Canada)",20th January 1976 (age 46),11th November 2001 (20 years ago),Adrian Walls,,,
6316,unknown,,,23rd June 1968 (age 53),1986,Steve Wilde,,,
6319,unknown,,"Winston-Salem, North Carolina (United States of America)",,,Ken Spence,,,
6321,unknown,,"Miami, Florida (United States of America)",,,Jeff G. Bailey,,,
6322,unknown,217 lbs. (98 kg) at 6'0'' (1.83 m),"Marietta, Georgia (United States of America)",,,Hayden Young,,,
6323,unknown,258 lbs. (117 kg) at 6'1'' (1.85 m),"Birmingham, Alabama (United States of America)",,,Adam Roberts,,,
6325,unknown,221 lbs. (100 kg) at 5'11'' (1.80 m),"Myrtle Beach, South Carolina (United States of America)",,,Jeff Lewis,,,
6327,unknown,238 lbs. (108 kg) at 6'1'' (1.85 m),"Sedalia, Missouri (United States of America)",,,Branden Tatum,,,
6328,unknown,280 lbs. (127 kg) at 6'4'' (1.93 m),"Birmingham, Alabama (United States of America)",,,TC Carnage,,,
6329,unknown,275 lbs. (125 kg) at 6'2'' (1.88 m),"Cornelia, Georgia (United States of America)",,,Jerry Palmer,,,
6331,unknown,207 lbs. (94 kg) at 6'1'' (1.85 m),"Athens, Georgia (United States of America)",,,Ken Westbrooks,,,
6332,unknown,,,,,Larry McKinnon,,,
6333,Jennifer Richards,130 lbs. (59 kg) at 5'4'' (1.63 m),"St. Louis, Missouri (United States of America)",1977,??th February 2006,Christie Summers ,,,
6334,unknown,,,,,Nemesis,,,258 lbs. (117 kg)
6335,unknown,,"Anderson, South Carolina (United States of America)",,,Shadow Jackson,,,270 lbs. (122 kg)
6337,unknown,195 lbs. (88 kg) at 5'8'' (1.73 m),"Chicago, Illinois (United States of America)",30th June ???,2nd June 2005 (16 years ago),JT Blackstar,,,
6338,Dan Garza,,,,1987,Dan Garza,,,
6339,Dino Bravo,,,,,Dino Bravo,,,
6340,unknown,,"Batesville, Arkansas (United States of America)",,28th April 2006 (15 years ago),Country Bear,,,
6342,unknown,200 lbs. (91 kg) at 5'6'' (1.68 m),Calabria (Italy),8th August 1942 (age 79),1960,Tony Condello,,,
6343,unknown,,Canada,,,Sid Summers,,,
6344,unknown,,,,,Juan Ortiz,,,
6345,Jason Hunt,400 lbs. (181 kg) at 6'1'' (1.85 m),California (United States of America),1982,25th September 2005 (16 years ago),Terex,,,
6346,unknown,240 lbs. (109 kg) at 5'6'' (1.68 m),"San Antonio, Texas (United States of America)",21st October ???,26th April 2003 (18 years ago),Dave the Bruiser,,,
6347,unknown,190 lbs. (86 kg) at 5'11'' (1.80 m),"Virginia Beach, Virginia (United States of America)",,,Chris Escobar,,,
6348,unknown,165 lbs. (75 kg) at 5'5'' (1.65 m),"Guadalajara, Jalisco (Mexico)",29th June ???,13th July 2007 (14 years ago),Fidel Bravo,,,
6350,Derrick Hubbard,210 lbs. (95 kg) at 5'8'' (1.73 m),"Saratoga Springs, Utah (United States of America)",18th June 1985 (age 36),,Derrick Jannetty,,,
6351,unknown,,,,,Bret Ernst,,6'2'' (1.88 m),
6354,unknown,,,,,Frankie the Face,,6'2'' (1.88 m),
6357,unknown,,,,,Dan Wilson,,,
6360,Tony López,,Mexico,,,La Sombra,,,
6362,unknown,,Mexico,16th May 1978 (age 43),27th March 1997 (24 years ago),Uba,,,
6363,unknown,,Mexico,23rd March 1970 (age 51),2nd May 1987 (34 years ago),Crazy Loco,,,
6364,Hidetada Irie,205 lbs. (93 kg) at 6'0'' (1.83 m),"Omura, Nagasaki (Japan)",17th June 1969 (age 52),1998,Hidetada Irie,,,
6365,unknown,,Mexico,,,Centauro,,,
6366,unknown,,,,,Geneva Huckabee ,1966,,
6367,Rollend Clarence Edward Kirchmeyer,250 lbs. (113 kg) at 6'7'' (2.01 m),"Pilot Point, Texas (United States of America)",5th July 1906,,Roland Kirchmeyer,12th December 1967,,
6368,unknown,170 lbs. (77 kg) at 5'10'' (1.78 m),"Edinburg, Texas (United States of America)",17th December 1981 (age 40),2nd August 2008 (13 years ago),Francisco Treviño,,,
6369,Ervin Eugene Oyler,200 lbs. (91 kg) at 5'8'' (1.73 m),"Watonga, Oklahoma (United States of America)",22nd September 1909,,Mike Chacoma,26th November 1998,,
6371,unknown,,Mexico,,,Súper Gallo,,,
6372,unknown,,"Guanajuato, Guanajuato (Mexico)",1974,1989,Momia #1,,,
6373,unknown,,"Guanajuato, Guanajuato (Mexico)",,2002,Momia #2,,,
6374,unknown,187 lbs. (85 kg) at 5'9'' (1.75 m),"Guadalajara, Jalisco (Mexico)",4th July 1979 (age 42),21st May 2005 (16 years ago),Flamante Turbo #2,,,
6375,unknown,,"Guadalajara, Jalisco (Mexico)",21st May 1980 (age 41),,Indio Cherokee,,,
6377,unknown,137 lbs. (62 kg) at 5'1'' (1.55 m),Mexico,,,La Gata,,,
6379,unknown,220 lbs. (100 kg) at 6'3'' (1.91 m),Mexico,1975,,Cementerio,,,
6383,unknown,,Mexico,1st May 1961 (age 60),1984,León Rojo,,,
6385,unknown,,,,,Mike Cassidy,,,
6386,Emanuel K. Contomposis,,"Schenectady, New York (United States of America)",19th January 1912,,Mike Kilonis,8th January 1999,,
6387,Christos George Melissovas,,Greece,8th November 1919,,Chris Averoff,1st March 1974,,
6388,Benjamin Franklin Sherman Jr.,176 lbs. (80 kg) at 5'6'' (1.68 m),"Fairbanks, Alaska (United States of America)",4th July 1908,,Ben Sherman,3rd April 1981,,
6389,Johan Fredrik Olin,265 lbs. (120 kg) at 5'11'' (1.80 m),Finland,30th June 1883,,John Olin,3rd December 1928,,
6390,John Ferdinand Iovanna,185 lbs. (84 kg) at 5'10'' (1.78 m),"Quincy, Massachusetts (United States of America)",3rd February 1913,1931,Johnny Balbo,2nd April 1990,,
6391,Maurice Owen Grimbly,,,24th October 1934,1954,Cyclone Smith,17th February 2016,,
6393,Vincenzo Austeri,225 lbs. (102 kg) at 5'8'' (1.73 m),"Cosenza, Calabria (Italy)",3rd August 1914,,Jim Austeri,27th April 1987,,
6394,Raymond Fred Gunkel,,"Chicago, Illinois (United States of America)",16th February 1924,1948,Ray Gunkel,1st August 1972,,
6395,Joseph D. Eakins,,"Harlan, Kentucky (United States of America)",1916,1946,Ike Eakins,20th October 1967,,
6396,unknown,,Mexico,12th October 1969 (age 52),,Mini Ozz,,,
6397,unknown,,"Angangueo, Michoacán de Ocampo (Mexico)",15th January 1937,1954,Estrella Blanca,15th November 2021,,
6400,unknown,,Mexico,23rd June 1964 (age 57),1983,Mosco de la Merced,,,
6402,unknown,,Mexico,1st January 1976 (age 46),1995,Mamba,,,
6405,unknown,75 lbs. (34 kg) at 3'6'' (1.07 m),,,,Mighty Atom,,,
6406,Maxwell Gold,225 lbs. (102 kg) at 6'0'' (1.83 m),,3rd October 1918,,Mickey Gold,25th July 2003,,
6407,unknown,210 lbs. (95 kg) at 6'0'' (1.83 m),,,,Mickey Blassie,,,
6408,Maurice Boissy,,,,,Maurice Roberre,13th April 2007,,
6409,William S. Ruff,,,1908,,Tiny Ruff,21st November 1969,,
6411,unknown,,"Buffalo, New York (United States of America)",,,Kevin Grace,,,
6416,unknown,,,,,Marvin Jones,,,
6417,unknown,,,,,Marva Scott ,15th August 2003,,
6418,Mary Nelson,139 lbs. (63 kg) at 5'3'' (1.60 m),United States of America,3rd March 1942 (age 80),,Marie LaVerne ,,,
6419,unknown,,,,,Marco Polo,,,
6420,Roland Barriault,110 lbs. (50 kg) at 4'7'' (1.40 m),"Greater Sudbury, Ontario (Canada)",22nd July 1946 (age 75),1960,Frenchy Lamonte,,,
6422,Betty Mae Garvey,,Kansas (United States of America),30th January 1923,1937,Mae Weston ,14th October 1999,,
6423,unknown,,"Chicago, Illinois (United States of America)",1867,,Michael Dwyer,XXXX,,
6424,William Harold Carter,200 lbs. (91 kg) at 6'1'' (1.85 m),"Grove Hill, Alabama (United States of America)",30th July 1909,,Nick Carter,26th November 1996,,
6426,Ignaz Schwarzbauer,,"Hamburg, Hamburg (Germany)",25th June 1891,??th July 1913,Ignaz Schwarzbauer,1979,,
6427,Paul Oswald Zygowicz,,"Chicago, Illinois (United States of America)",29th February 1920,,Steve Stanlee,2nd July 2010,,232 lbs. (105 kg)
6428,Pedro Valdez Cordero,187 lbs. (85 kg) at 6'1'' (1.85 m),Mexico,,,Pedro Valdez,30th December 2014,,
6429,unknown,138 lbs. (63 kg) at 5'5'' (1.65 m),,,,Peggy Allen ,,,
6430,Johan Daniël Hefer,,South Africa,25th December 1912,,Bull Hefer,3rd July 1984,,
6431,Carroll Altz Gardner,,"Poughkeepsie, New York (United States of America)",20th August 1894,1914,Pink Gardner,28th September 1969,5'9'' (1.75 m),
6432,Aurelio Ray Fabiani,,"Napoli, Campania (Italy)",1889,,Ray Fabiani,19th April 1973,,
6433,Dan William Savich,195 lbs. (88 kg) at 5'11'' (1.80 m),"Tooele, Utah (United States of America)",10th November 1910,21st December 1934 (87 years ago),Danny Savich,15th October 1991,,
6434,Kenneth Harvey Mayne,,"Bingham Canyon, Utah (United States of America)",22nd October 1915,,Kenny Mayne,31st December 1992,,
