,Real Name,Birthplace,wrestler_name,Date of Birth,Debut,Weight and Height,Date of Death,Height,Weight
29931,Kevin Jackson,"Highland Falls, New York (United States of America)",Kevin Jackson,25th November 1964 (age 57),28th March 1997 (24 years ago),199 lbs. (90 kg) at 5'10'' (1.78 m),,,
29932,Marcio Ribeiro da Cruz,"Río de Janeiro, Río de Janeiro (Brazil)",Márcio Cruz,24th April 1978 (age 43),7th October 2005 (16 years ago),205 lbs. (93 kg) at 6'4'' (1.93 m),,,
29933,Kimo Mahi,"Hana, Hawaii (United States of America)",Prince Kimo,12th October 1931,,,??th September 1992,5'11'' (1.80 m),
29934,Sam Adkins,"Houston, Texas (United States of America)",Sam Adkins,26th April 1965 (age 56),16th February 1996 (26 years ago),225 lbs. (102 kg) at 6'3'' (1.91 m),,,
29937,unknown,Chihuahua (Mexico),Wild Cat,,,,,,
29938,Alexandra Buch,"Hamburg, Hamburg (Germany)",Alexandra Buch ,26th November 1979 (age 42),28th June 2009 (12 years ago),135 lbs. (61 kg) at 5'9'' (1.75 m),,,
29939,unknown,,Roy Rickenbacher,,,,,,
29942,unknown,Mexico,Samira ,,,,,,
29943,unknown,,Bull Hocoma,,,,,,
29944,unknown,"Irapuato, Guanajuato (Mexico)",Maremoto,3rd February 1972 (age 50),15th May 1992 (29 years ago),174 lbs. (79 kg) at 5'5'' (1.65 m),,,
29946,unknown,Mexico,Centella Oriental,7th March 1994 (age 28),,,,,
29947,Gerardo Salazar de la Torre,Mexico,El Gitano,27th April 1993 (age 28),,,,,
29949,unknown,,Sergey Bely,,2013,198 lbs. (90 kg) at 6'1'' (1.85 m),,,
29951,Jim Ledford,,Jim Ledford,,,,,,
29953,Magomed Bibulatov,Chechnya (Russia),Magomed Bibulatov,22nd August 1988 (age 33),8th June 2013 (8 years ago),125 lbs. (57 kg) at 5'5'' (1.65 m),,,
29954,Donavon Frelow,"Las Vegas, Nevada (United States of America)",Donavon Frelow,,6th March 2014 (8 years ago),135 lbs. (61 kg) at 5'6'' (1.68 m),,,
29955,Kaline Medeiros,"Fall River, Massachusetts (United States of America)",Kaline Medeiros ,,21st May 2011 (10 years ago),115 lbs. (52 kg) at 5'3'' (1.60 m),,,
29956,Sarah Payant ,"West Springfield, Massachusetts (United States of America)",Sarah Payant  ,,13th March 2015 (7 years ago),132 lbs. (60 kg) at 5'4'' (1.63 m),,,
29957,unknown,,Cat Burglar,,,,,,
29958,Brittany Ann Decker,United States of America,Brittany Ann Decker ,30th December 1987 (age 34),18th May 2014 (7 years ago),105 lbs. (48 kg) at 5'2'' (1.57 m),,,
29959,Trevor Foy,United States of America,Trevor Steele,,,,,,
29962,Yuki Yamasaki,Okayama (Japan),Yuki Yamasaki,30th March 1992 (age 29),29th December 2012 (9 years ago),155 lbs. (70 kg) at 5'10'' (1.78 m),,,
29963,Ramico Blackmon,"Colorado Springs, Colorado (United States of America)",Ramico Blackmon,12th September 1972 (age 49),3rd April 2010 (11 years ago),170 lbs. (77 kg) at 5'7'' (1.70 m),,,
29964,Tyson Steele,"Saskatoon, Saskatchewan (Canada)",Tyson Steele,28th October 1986 (age 35),23rd February 2008 (14 years ago),171 lbs. (78 kg) at 6'0'' (1.83 m),,,
29965,Tyrone Spong,Paramaribo (Suriname),Tyrone Spong,3rd September 1985 (age 36),3rd November 2012 (9 years ago),205 lbs. (93 kg) at 6'2'' (1.88 m),,,
29966,Travis Bartlett,Maine (United States of America),Travis Bartlett,,2007,,,,208 lbs. (94 kg)
29967,Marlon Moraes,"Palm Beach, Florida (United States of America)",Marlon Moraes,26th April 1988 (age 33),14th April 2007 (14 years ago),135 lbs. (61 kg) at 5'6'' (1.68 m),,,
29968,Bill Algeo,"State College, Pennsylvania (United States of America)",Bill Algeo,9th June 1989 (age 32),1st June 2012 (9 years ago),146 lbs. (66 kg) at 5'11'' (1.80 m),,,
29969,Frank Buenafuente,"Newark, New Jersey (United States of America)",Frank Buenafuente,9th December 1987 (age 34),24th January 2013 (9 years ago),135 lbs. (61 kg) at 5'9'' (1.75 m),,,
29970,Brenson Hansen,"Kailua, Hawaii (United States of America)",Brenson Hansen,19th November 1989 (age 32),4th June 2010 (11 years ago),145 lbs. (66 kg) at 5'8'' (1.73 m),,,
29971,Tom Marcellino,"Amsterdam, New York (United States of America)",Tom Marcellino,20th February 1984 (age 38),23rd September 2006 (15 years ago),155 lbs. (70 kg) at 5'8'' (1.73 m),,,
29972,Richard Patishnock,"East Stroudsburg, Pennsylvania (United States of America)",Richard Patishnock,25th November 1987 (age 34),1st April 2011 (10 years ago),155 lbs. (70 kg) at 5'9'' (1.75 m),,,
29973,Alexandre Pimentel,Río de Janeiro (Brazil),Alexandre Pimentel,2nd October 1978 (age 43),26th January 2008 (14 years ago),145 lbs. (66 kg) at 5'9'' (1.75 m),,,
29974,Tyson Nam,"Waimanalo, Hawaii (United States of America)",Tyson Nam,6th October 1983 (age 38),25th February 2006 (16 years ago),135 lbs. (61 kg) at 5'7'' (1.70 m),,,
29975,Josh Montalvo,"San Benito, Texas (United States of America)",Josh Montalvo,23rd April 1988 (age 33),27th April 2013 (8 years ago),145 lbs. (66 kg) at 5'9'' (1.75 m),,,
29976,Krasimir Mladenov,Bulgaria,Krasimir Mladenov,11th April 1986 (age 35),3rd August 2008 (13 years ago),185 lbs. (84 kg) at 5'9'' (1.75 m),,,
29977,Kendrick Miree,"Atlanta, Georgia (United States of America)",Kendrick Miree,15th April 1983 (age 38),22nd April 2011 (10 years ago),205 lbs. (93 kg) at 6'2'' (1.88 m),,,
29978,Jerrod Sanders,"Oklahoma City, Oklahoma (United States of America)",Jerrod Sanders,1st October 1980 (age 41),20th March 2010 (12 years ago),135 lbs. (61 kg) at 5'8'' (1.73 m),,,
29979,Jeff Smith,"Harrisburg, Pennsylvania (United States of America)",Jeff Smith,8th November 1987 (age 34),21st August 2009 (12 years ago),152 lbs. (69 kg) at 5'9'' (1.75 m),,,
29980,Joe Murphy,"Huntington Beach, California (United States of America)",Joe Murphy,20th September 1987 (age 34),1st May 2009 (12 years ago),141 lbs. (64 kg) at 5'7'' (1.70 m),,,
29981,Victor Valenzuela,"Rancho Cucamonga, California (United States of America)",Victor Valenzuela,,6th December 2003 (18 years ago),150 lbs. (68 kg) at 5'10'' (1.78 m),,,
29982,Isaac Gutierrez,"Downey, California (United States of America)",Isaac Gutierrez,,7th February 2009 (13 years ago),150 lbs. (68 kg) at 6'0'' (1.83 m),,,
29983,John Robles,"El Segundo, California (United States of America)",John Robles,30th August 1982 (age 39),21st February 2010 (12 years ago),135 lbs. (61 kg) at 5'7'' (1.70 m),,,
29984,Lewis González,"Turlock, California (United States of America)",Lewis González,19th September 1987 (age 34),10th September 2011 (10 years ago),174 lbs. (79 kg) at 5'10'' (1.78 m),,,
29985,Brandon Hempleman,"Boise, Idaho (United States of America)",Brandon Hempleman,,4th July 2009 (12 years ago),135 lbs. (61 kg) at 5'6'' (1.68 m),,,
29986,Angel DeAnda,"Modesto, California (United States of America)",Angel DeAnda,28th May 1985 (age 36),2nd November 2008 (13 years ago),185 lbs. (84 kg) at 5'9'' (1.75 m),,,
29987,Darren Costa,"Pasadena, Maryland (United States of America)",Darren Costa,16th July 1992 (age 29),11th May 2013 (8 years ago),187 lbs. (85 kg) at 6'0'' (1.83 m),,,
29988,Sidemar Honorio,"Río de Janeiro, Río de Janeiro (Brazil)",Sidemar Honorio,5th May 1980 (age 41),23rd November 2006 (15 years ago),125 lbs. (57 kg) at 5'7'' (1.70 m),,,
29989,Artur Rofi,"Newark, New Jersey (United States of America)",Artur Rofi,,2nd October 2010 (11 years ago),145 lbs. (66 kg) at 5'11'' (1.80 m),,,
29990,Andrew Osborne,"Fayetteville, North Carolina (United States of America)",Andrew Osborne,14th June 1988 (age 33),28th April 2011 (10 years ago),166 lbs. (75 kg) at 6'0'' (1.83 m),,,
29991,Jade Porter,"Tempe, Arizona (United States of America)",Jade Porter,27th September 1981 (age 40),1st February 2008 (14 years ago),145 lbs. (66 kg) at 5'7'' (1.70 m),,,
29992,Nick LoBosco,"St. Peters, Missouri (United States of America)",Nick LoBosco,8th July 1984 (age 37),29th January 2011 (11 years ago),145 lbs. (66 kg) at 5'10'' (1.78 m),,,
29993,Josh Rettinghouse,"Spokane, Washington (United States of America)",Josh Rettinghouse,27th February 1990 (age 32),25th March 2011 (10 years ago),135 lbs. (61 kg) at 5'6'' (1.68 m),,,
29994,Andrew Yates,"Greeley, Colorado (United States of America)",Andrew Yates,21st March 1989 (age 32),15th April 2011 (10 years ago),140 lbs. (64 kg) at 5'9'' (1.75 m),,,
29995,Brendan Kornberger,"Vancouver, British Columbia (Canada)",Brendan Kornberger,16th October 1984 (age 37),12th March 2010 (12 years ago),185 lbs. (84 kg) at 6'0'' (1.83 m),,,
29996,Micah Brakefield,"Burnaby, British Columbia (Canada)",Micah Brakefield,1st September 1988 (age 33),9th November 2012 (9 years ago),185 lbs. (84 kg) at 6'4'' (1.93 m),,,
29997,Myles Merola,"Langley, British Columbia (Canada)",Myles Merola,,15th October 2004 (17 years ago),156 lbs. (71 kg) at 5'8'' (1.73 m),,,
29998,Dan Ring,"Vancouver, British Columbia (Canada)",Dan Ring,19th April 1988 (age 33),17th July 2010 (11 years ago),155 lbs. (70 kg) at 5'11'' (1.80 m),,,
29999,Gabriel Solorio,"Fresno, California (United States of America)",Gabriel Solorio,,12th April 2008 (13 years ago),135 lbs. (61 kg) at 5'6'' (1.68 m),,,
30001,Shawn Albrecht,"Maple Ridge, British Columbia (Canada)",Shawn Albrecht,20th May 1985 (age 36),3rd February 2006 (16 years ago),145 lbs. (66 kg) at 5'9'' (1.75 m),,,
30002,David Perron,"Vancouver, British Columbia (Canada)",David Perron,6th March 1981 (age 41),8th May 2009 (12 years ago),185 lbs. (84 kg) at 6'1'' (1.85 m),,,
30003,Matt Baker,"Kamloops, British Columbia (Canada)",Matt Baker,18th June 1984 (age 37),18th July 2009 (12 years ago),185 lbs. (84 kg) at 6'1'' (1.85 m),,,
30004,Michael Hill,"Kelowna, British Columbia (Canada)",Michael Hill,27th May 1987 (age 34),10th December 2010 (11 years ago),170 lbs. (77 kg) at 6'1'' (1.85 m),,,
30005,Richard Arsenault,"Richmond, Prince Edward Island (Canada)",Richard Arsenault,30th November 1977 (age 44),15th December 2007 (14 years ago),169 lbs. (77 kg) at 5'10'' (1.78 m),,,
30006,Dwayne Lewis,"Fort McMurray, Alberta (Canada)",Dwayne Lewis,,20th April 2007 (14 years ago),203 lbs. (92 kg) at 6'1'' (1.85 m),,,
30007,Sabah Fadai,"Chilliwack, British Columbia (Canada)",Sabah Fadai,24th August 1985 (age 36),3rd March 2007 (15 years ago),145 lbs. (66 kg) at 6'0'' (1.83 m),,,
30008,Jorge García Urbina,Honduras,Jorge García Urbina,13th April 1983 (age 38),15th July 2011 (10 years ago),145 lbs. (66 kg) at 5'4'' (1.63 m),,,
30009,Jonathan Nunez,"Las Vegas, Nevada (United States of America)",Jonathan Nunez,29th August 1985 (age 36),4th February 2012 (10 years ago),,,,155 lbs. (70 kg)
30010,Wesley Tiffer,"Vancouver, British Columbia (Canada)",Wesley Tiffer,30th August 1973 (age 48),18th April 2009 (12 years ago),145 lbs. (66 kg) at 5'10'' (1.78 m),,,
30011,Brian Green,"Des Moines, Iowa (United States of America)",Brian Green,5th September 1985 (age 36),25th June 2004 (17 years ago),180 lbs. (82 kg) at 5'11'' (1.80 m),,,
30012,Sergio Ortiz Rodríguez,Costa Rica,Sergio Ortiz Rodríguez,16th May 1989 (age 32),7th May 2013 (8 years ago),170 lbs. (77 kg) at 5'8'' (1.73 m),,,
30013,José Caceres,"Miami, Florida (United States of America)",José Caceres,5th June 1987 (age 34),25th June 2010 (11 years ago),169 lbs. (77 kg) at 6'2'' (1.88 m),,,
30014,Anderson Melo,"Fortaleza, Ceará (Brazil)",Anderson Melo,11th September 1987 (age 34),26th September 2004 (17 years ago),170 lbs. (77 kg) at 6'1'' (1.85 m),,,
30015,Valdir Araujo,"Miami, Florida (United States of America)",Valdir Araujo,14th December 1984 (age 37),6th November 2008 (13 years ago),170 lbs. (77 kg) at 5'10'' (1.78 m),,,
30017,Stuart Fontaine,"Edmonton, Alberta (Canada)",Stuart Fontaine,,21st February 2014 (8 years ago),,,,170 lbs. (77 kg)
30018,Justin Evans,"Sherwood Park, Alberta (Canada)",Justin Evans,22nd January 1980 (age 42),21st February 2014 (8 years ago),,,,170 lbs. (77 kg)
30019,Roger Alves,"Edmonton, Alberta (Canada)",Roger Alves,7th February 1985 (age 37),16th October 2004 (17 years ago),161 lbs. (73 kg) at 5'6'' (1.68 m),,,
30021,Jemark Brady,"Red Deer, Alberta (Canada)",Jemark Brady,,5th July 2013 (8 years ago),151 lbs. (68 kg) at 5'10'' (1.78 m),,,
30022,Hakeem Dawodu,"Calgary, Alberta (Canada)",Hakeem Dawodu,2nd July 1991 (age 30),21st February 2014 (8 years ago),145 lbs. (66 kg) at 5'8'' (1.73 m),,,
30023,Behrang Yousefi,"Edmonton, Alberta (Canada)",Behrang Yousefi,17th September 1987 (age 34),29th April 2011 (10 years ago),155 lbs. (70 kg) at 6'0'' (1.83 m),,,
30024,Owen Carr,"Calgary, Alberta (Canada)",Owen Carr,3rd January 1987 (age 35),27th March 2009 (12 years ago),135 lbs. (61 kg) at 5'7'' (1.70 m),,,
30025,Maged Hammo,"Lethbridge, Alberta (Canada)",Maged Hammo,,6th November 2010 (11 years ago),135 lbs. (61 kg) at 5'9'' (1.75 m),,,
30026,Mike Kent,"Fort McMurray, Alberta (Canada)",Mike Kent,8th March 1984 (age 38),18th September 2010 (11 years ago),200 lbs. (91 kg) at 6'1'' (1.85 m),,,
30027,Lenny Wheeler,"Edmonton, Alberta (Canada)",Lenny Wheeler,18th December 1986 (age 35),18th September 2008 (13 years ago),146 lbs. (66 kg) at 6'0'' (1.83 m),,,
30028,Brandt Dewsbery,"Lethbridge, Alberta (Canada)",Brandt Dewsbery,22nd December 1990 (age 31),11th April 2009 (12 years ago),168 lbs. (76 kg) at 6'2'' (1.88 m),,,
30029,Mark Drummond,"High Prairie, Alberta (Canada)",Mark Drummond,11th December 1985 (age 36),24th September 2010 (11 years ago),170 lbs. (77 kg) at 6'3'' (1.91 m),,,
30030,Josh Machan,"Blackfalds, Alberta (Canada)",Josh Machan,4th December 1986 (age 35),10th March 2006 (16 years ago),145 lbs. (66 kg) at 5'10'' (1.78 m),,,
30031,Adam Lorenz,"Saskatoon, Saskatchewan (Canada)",Adam Lorenz,30th March 1985 (age 36),17th February 2007 (15 years ago),145 lbs. (66 kg) at 5'10'' (1.78 m),,,
30032,Ryan Dickson,"Burlington, Ontario (Canada)",Ryan Dickson,8th October 1989 (age 32),13th August 2011 (10 years ago),171 lbs. (78 kg) at 5'10'' (1.78 m),,,
30033,Joel Powell,"Hamilton, Ontario (Canada)",Joel Powell,6th June 1980 (age 41),9th February 2008 (14 years ago),170 lbs. (77 kg) at 6'1'' (1.85 m),,,
30034,Gil Guardado,"Las Vegas, Nevada (United States of America)",Gil Guardado,12th September 1985 (age 36),16th March 2012 (10 years ago),161 lbs. (73 kg) at 5'11'' (1.80 m),,,
30035,Phil Dace,"Las Vegas, Nevada (United States of America)",Phil Dace,24th October 1985 (age 36),12th April 2008 (13 years ago),170 lbs. (77 kg) at 6'2'' (1.88 m),,,
30036,Boostayre Nefarios,"Las Vegas, Nevada (United States of America)",Boostayre Nefarios,16th April 1980 (age 41),26th January 2013 (9 years ago),145 lbs. (66 kg) at 5'5'' (1.65 m),,,
30037,Chris Gruetzemacher,"Glendale, Arizona (United States of America)",Chris Gruetzemacher,16th June 1986 (age 35),4th October 2008 (13 years ago),145 lbs. (66 kg) at 5'7'' (1.70 m),,,
30038,Sean Cantor,"Las Vegas, Nevada (United States of America)",Sean Cantor,16th November 1991 (age 30),11th August 2012 (9 years ago),135 lbs. (61 kg) at 5'8'' (1.73 m),,,
30039,Shane Kruchten,"San Diego, California (United States of America)",Shane Kruchten,7th June 1984 (age 37),12th May 2007 (14 years ago),145 lbs. (66 kg) at 6'1'' (1.85 m),,,
30040,Svetlozar Savov,Veliko Tarnovo (Bulgaria),Svetlozar Savov,24th October 1988 (age 33),31st May 2009 (12 years ago),185 lbs. (84 kg) at 6'3'' (1.91 m),,,
30041,Graham Park,"Edmonton, Alberta (Canada)",Graham Park,14th December 1988 (age 33),17th December 2010 (11 years ago),185 lbs. (84 kg) at 6'2'' (1.88 m),,,
30042,Jordan Murray,"Lethbridge, Alberta (Canada)",Jordan Murray,28th January 1987 (age 35),5th September 2008 (13 years ago),185 lbs. (84 kg) at 6'4'' (1.93 m),,,
30043,Markhaile Wedderburn,"Toronto, Ontario (Canada)",Markhaile Wedderburn,,28th October 2006 (15 years ago),,,,194 lbs. (88 kg)
30044,Jake MacDonald,British Columbia (Canada),Jake MacDonald,,6th June 2008 (13 years ago),,,,155 lbs. (70 kg)
30045,Ryan Janes,"Victoria, British Columbia (Canada)",Ryan Janes,,18th October 2008 (13 years ago),185 lbs. (84 kg) at 6'2'' (1.88 m),,,
30046,Spencer Jebb,"Grande Prairie, Alberta (Canada)",Spencer Jebb,12th December 1989 (age 32),18th November 2011 (10 years ago),169 lbs. (77 kg) at 5'11'' (1.80 m),,,
30047,Matt DesRoches,Prince Edward Island (Canada),Matt DesRoches,5th October 1992 (age 29),27th April 2012 (9 years ago),,,,169 lbs. (77 kg)
30048,Mike Adams,"Kelowna, British Columbia (Canada)",Mike Adams,,22nd June 2002 (19 years ago),135 lbs. (61 kg) at 5'3'' (1.60 m),,,
30049,A.J. Williams,"Las Vegas, Nevada (United States of America)",A.J. Williams,11th July 1986 (age 35),21st June 2014 (7 years ago),155 lbs. (70 kg) at 6'0'' (1.83 m),,,
30050,Tanner Cowan,"Orem, Utah (United States of America)",Tanner Cowan,18th June 1982 (age 39),21st June 2014 (7 years ago),155 lbs. (70 kg) at 5'11'' (1.80 m),,,
30051,Justin Jaynes,"Las Vegas, Nevada (United States of America)",Justin Jaynes,10th August 1989 (age 32),15th March 2013 (9 years ago),155 lbs. (70 kg) at 5'7'' (1.70 m),,,
30052,Ashlee Evans-Smith,"Lake Forest, California (United States of America)",Ashlee Evans-Smith,9th July 1987 (age 34),2nd March 2013 (9 years ago),135 lbs. (61 kg) at 5'8'' (1.73 m),,,
30053,Adam Acquaviva,"Henderson, Nevada (United States of America)",Adam Acquaviva,10th July 1992 (age 29),28th February 2014 (8 years ago),145 lbs. (66 kg) at 5'6'' (1.68 m),,,
30054,Rashaun Spencer,"Lake City, Florida (United States of America)",Rashaun Spencer,7th June 1990 (age 31),27th February 2009 (13 years ago),183 lbs. (83 kg) at 6'2'' (1.88 m),,,
30055,Walber Brito de Barros,Río de Janeiro (Brazil),Walber Brito de Barros,4th February 1985 (age 37),2nd August 2008 (13 years ago),175 lbs. (79 kg) at 6'0'' (1.83 m),,,
30056,Dustin Holyko,"Port Orange, Florida (United States of America)",Dustin Holyko,10th November 1985 (age 36),29th July 2011 (10 years ago),175 lbs. (79 kg) at 6'0'' (1.83 m),,,
30057,Bryson Gutches,"Las Vegas, Nevada (United States of America)",Bryson Gutches,,14th December 2013 (8 years ago),155 lbs. (70 kg) at 5'11'' (1.80 m),,,
30058,Soslan Abanokov,Russia,Soslan Abanokov,3rd January 1989 (age 33),15th June 2012 (9 years ago),146 lbs. (66 kg) at 5'7'' (1.70 m),,,
30059,Mark Michael Oswald,Colorado (United States of America),Mike Oswald,12th March 1911,,,18th November 1958,,
30060,Cody Maltais,"Las Vegas, Nevada (United States of America)",Cody Maltais,7th November 1985 (age 36),14th September 2013 (8 years ago),135 lbs. (61 kg) at 5'8'' (1.73 m),,,
30061,Matt Sayles,"San Diego, California (United States of America)",Matt Sayles,21st February 1994 (age 28),18th January 2014 (8 years ago),135 lbs. (61 kg) at 5'7'' (1.70 m),,,
30062,Cully Butterfield,"Eau Claire, Wisconsin (United States of America)",Cully Butterfield,,2nd May 2009 (12 years ago),,,,185 lbs. (84 kg)
30064,Brett Shoenfelt,"Duncansville, Pennsylvania (United States of America)",Brett Shoenfelt,7th July 1989 (age 32),8th October 2011 (10 years ago),165 lbs. (75 kg) at 5'9'' (1.75 m),,,
30065,Katlyn Chookagian,"Jersey City, New Jersey (United States of America)",Katlyn Chookagian,28th December 1988 (age 33),28th June 2014 (7 years ago),125 lbs. (57 kg) at 5'9'' (1.75 m),,,
30066,Brigitte Narcise,"Boonton, New Jersey (United States of America)",Brigitte Narcise,17th August 1970 (age 51),27th June 2014 (7 years ago),120 lbs. (54 kg) at 5'3'' (1.60 m),,,
30069,Tenyeh Dixon,"Baltimore, Maryland (United States of America)",Tenyeh Dixon,25th November 1977 (age 44),2nd April 2005 (16 years ago),170 lbs. (77 kg) at 6'4'' (1.93 m),,,
30070,Isaiah Lamont Efrahyim Chapman,"Akron, Ohio (United States of America)",Isaiah Chapman,6th November 1989,18th February 2012 (10 years ago),136 lbs. (62 kg) at 5'7'' (1.70 m),7th April 2020,,
30071,David Swanson,"Winnipeg, Manitoba (Canada)",David Swanson,8th January 1983 (age 39),31st August 2013 (8 years ago),155 lbs. (70 kg) at 6'1'' (1.85 m),,,
30072,Cody Krahn,"Edmonton, Alberta (Canada)",Cody Krahn,5th May 1984 (age 37),14th November 2008 (13 years ago),185 lbs. (84 kg) at 5'11'' (1.80 m),,,
30073,Mike Malott,"Halifax, Nova Scotia (Canada)",Mike Malott,,16th April 2011 (10 years ago),145 lbs. (66 kg) at 6'0'' (1.83 m),,,
30074,Craig Hudson,"Brantford, Ontario (Canada)",Craig Hudson,10th April 1974 (age 47),21st October 2011 (10 years ago),260 lbs. (118 kg) at 6'2'' (1.88 m),,,
30075,Luke Harris,"St. Albert, Alberta (Canada)",Luke Harris,31st July 1977 (age 44),24th August 2007 (14 years ago),205 lbs. (93 kg) at 6'2'' (1.88 m),,,
30077,Matt Frevola,United States of America,Matt Frevola,11th June 1990 (age 31),15th November 2014 (7 years ago),155 lbs. (70 kg) at 5'9'' (1.75 m),,,
30078,Josh Zuckerman,"Delray Beach, Florida (United States of America)",Josh Zuckerman,,15th November 2014 (7 years ago),,,,155 lbs. (70 kg)
30079,Reggie Pena,"Tampa, Florida (United States of America)",Reggie Pena,9th April 1983 (age 38),10th December 2005 (16 years ago),185 lbs. (84 kg) at 6'0'' (1.83 m),,,
30080,Joe Johnson,"Surfside, Florida (United States of America)",Joe Johnson,28th April 1965 (age 56),4th September 2010 (11 years ago),,,,185 lbs. (84 kg)
30081,Héctor Ochoa,"El Paso, Texas (United States of America)",Héctor Ochoa,30th November 1984 (age 37),29th January 2011 (11 years ago),185 lbs. (84 kg) at 6'2'' (1.88 m),,,
30082,Robert Reed,"Orlando, Florida (United States of America)",Robert Reed,23rd August 1981 (age 40),21st June 2013 (8 years ago),185 lbs. (84 kg) at 6'1'' (1.85 m),,,
30083,Tony Way,"Memphis, Tennessee (United States of America)",Tony Way,27th June 1988 (age 33),31st October 2012 (9 years ago),155 lbs. (70 kg) at 5'8'' (1.73 m),,,
30084,Frederico Moncaio,"Pompano Beach, Florida (United States of America)",Frederico Moncaio,18th March 1989 (age 33),23rd August 2013 (8 years ago),165 lbs. (75 kg) at 6'0'' (1.83 m),,,
30085,Ryan Keenan,"Windermere, Florida (United States of America)",Ryan Keenan,15th June 1985 (age 36),23rd May 2008 (13 years ago),155 lbs. (70 kg) at 6'0'' (1.83 m),,,
30086,José Andres Cortes,"West Palm Beach, Florida (United States of America)",José Andres Cortes,24th September 1984 (age 37),25th August 2014 (7 years ago),155 lbs. (70 kg) at 5'10'' (1.78 m),,,
30087,Anderson Hutchinson,"Daytona Beach, Florida (United States of America)",Anderson Hutchinson,6th March 1987 (age 35),1st February 2014 (8 years ago),145 lbs. (66 kg) at 5'8'' (1.73 m),,,
30088,Troy Gerhart,"Venice, Florida (United States of America)",Troy Gerhart,12th December 1985 (age 36),14th December 2007 (14 years ago),145 lbs. (66 kg) at 5'8'' (1.73 m),,,
30089,Maurice Salmon,"Jacksonville, Florida (United States of America)",Maurice Salmon,3rd November 1978 (age 43),18th September 2010 (11 years ago),180 lbs. (82 kg) at 5'10'' (1.78 m),,,
30090,Kalindra Faria,"Taubaté, São Paulo (Brazil)",Kalindra Faria,23rd July 1986 (age 35),8th March 2009 (13 years ago),115 lbs. (52 kg) at 5'5'' (1.65 m),,,
30091,Kamil Walus,"Warszawa, Mazowieckie (Poland)",Kamil Walus,,17th December 2010 (11 years ago),,,,265 lbs. (120 kg)
30092,Christos Piliafas,United States of America,Christos Piliafas,6th January 1976 (age 46),17th April 2010 (11 years ago),255 lbs. (116 kg) at 6'5'' (1.96 m),,,
30093,Rafal Moks,"Szczecin, Zachodniopomorskie (Poland)",Rafal Moks,4th September 1986 (age 35),28th October 2007 (14 years ago),170 lbs. (77 kg) at 5'8'' (1.73 m),,,
30094,Marcin Naruszczka,"Warszawa, Mazowieckie (Poland)",Marcin Naruszczka,6th April 1983 (age 38),15th May 2010 (11 years ago),185 lbs. (84 kg) at 6'0'' (1.83 m),,,
30095,Aziz Karaoglu,"Düsseldorf, Nordrhein-Westfalen (Germany)",Aziz Karaoglu,14th May 1977 (age 44),29th April 2000 (21 years ago),185 lbs. (84 kg) at 6'0'' (1.83 m),,,
30096,Piotr Strus,"Warszawa, Mazowieckie (Poland)",Piotr Strus,3rd September 1988 (age 33),29th May 2010 (11 years ago),185 lbs. (84 kg) at 6'2'' (1.88 m),,,
30097,Anzor Azhiev,"Grozny, Chechnya (Russia)",Anzor Azhiev,20th September 1990 (age 31),19th November 2011 (10 years ago),145 lbs. (66 kg) at 5'7'' (1.70 m),,,
30098,Pavel Svoboda,Ostrava (Czech Republic),Pavel Svoboda,19th October 1983 (age 38),1st April 2012 (9 years ago),145 lbs. (66 kg) at 6'0'' (1.83 m),,,
30099,Karol Bedorf,"Szczecin, Zachodniopomorskie (Poland)",Karol Bedorf,27th September 1983 (age 38),10th November 2007 (14 years ago),260 lbs. (118 kg) at 6'2'' (1.88 m),,,
30100,Luiz Ricardo Simon,"Curitiba, Paraná (Brazil)",Luiz Ricardo Simon,28th November 1992 (age 29),17th June 2011 (10 years ago),170 lbs. (77 kg) at 6'0'' (1.83 m),,,
30101,Mateusz Piskorz,"Warszawa, Mazowieckie (Poland)",Mateusz Piskorz,25th May 1992 (age 29),6th November 2010 (11 years ago),170 lbs. (77 kg) at 6'0'' (1.83 m),,,
30102,Mateusz Gamrot,"Poznan, Wielkopolskie (Poland)",Mateusz Gamrot,11th December 1990 (age 31),4th February 2012 (10 years ago),155 lbs. (70 kg) at 5'10'' (1.78 m),,,
30103,Mateusz Zawadzki,Warminsko-Mazurskie (Poland),Mateusz Zawadzki,7th March 1990 (age 32),21st November 2009 (12 years ago),155 lbs. (70 kg) at 5'8'' (1.73 m),,,
30104,Marta Chojnoska,"Plock, Mazowieckie (Poland)",Marta Chojnoska,29th December 1985 (age 36),12th May 2012 (9 years ago),120 lbs. (54 kg) at 5'4'' (1.63 m),,,
30105,Aslambek Saidov,"Olsztyn, Warminsko-Mazurskie (Poland)",Aslambek Saidov,25th April 1984 (age 37),20th April 2008 (13 years ago),170 lbs. (77 kg) at 5'9'' (1.75 m),,,
30106,Artur Sowinski,"Radzionków, Slaskie (Poland)",Artur Sowinski,26th March 1987 (age 34),7th September 2007 (14 years ago),155 lbs. (70 kg) at 5'10'' (1.78 m),,,
30107,Marcin Rozalski,"Plock, Mazowieckie (Poland)",Marcin Rozalski,29th July 1978 (age 43),19th March 2011 (11 years ago),230 lbs. (104 kg) at 6'2'' (1.88 m),,,
